Code du département,Libellé du département,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Nuance Liste,Libellé Abrégé Liste,Nom Tête de Liste,Voix,Nuance Liste.1,Libellé Abrégé Liste.1,Nom Tête de Liste.1,Voix.1,Nuance Liste.2,Libellé Abrégé Liste.2,Nom Tête de Liste.2,Voix.2,Nuance Liste.3,Libellé Abrégé Liste.3,Nom Tête de Liste.3,Voix.3,Nuance Liste.4,Libellé Abrégé Liste.4,Nom Tête de Liste.4,Voix.4,Nuance Liste.5,Libellé Abrégé Liste.5,Nom Tête de Liste.5,Voix.5,Nuance Liste.6,Libellé Abrégé Liste.6,Nom Tête de Liste.6,Voix.6,Nuance Liste.7,Libellé Abrégé Liste.7,Nom Tête de Liste.7,Voix.7,Nuance Liste.8,Libellé Abrégé Liste.8,Nom Tête de Liste.8,Voix.8,Nuance Liste.9,Libellé Abrégé Liste.9,Nom Tête de Liste.9,Voix.9,Nuance Liste.10,Libellé Abrégé Liste.10,Nom Tête de Liste.10,Voix.10,Nuance Liste.11,Libellé Abrégé Liste.11,Nom Tête de Liste.11,Voix.11,Nuance Liste.12,Libellé Abrégé Liste.12,Nom Tête de Liste.12,Voix.12,Nuance Liste.13,Libellé Abrégé Liste.13,Nom Tête de Liste.13,Voix.13,Nuance Liste.14,Libellé Abrégé Liste.14,Nom Tête de Liste.14,Voix.14,Nuance Liste.15,Libellé Abrégé Liste.15,Nom Tête de Liste.15,Voix.15,Nuance Liste.16,Libellé Abrégé Liste.16,Nom Tête de Liste.16,Voix.16,Nuance Liste.17,Libellé Abrégé Liste.17,Nom Tête de Liste.17,Voix.17,Nuance Liste.18,Libellé Abrégé Liste.18,Nom Tête de Liste.18,Voix.18,Nuance Liste.19,Libellé Abrégé Liste.19,Nom Tête de Liste.19,Voix.19,Nuance Liste.20,Libellé Abrégé Liste.20,Nom Tête de Liste.20,Voix.20,Nuance Liste.21,Libellé Abrégé Liste.21,Nom Tête de Liste.21,Voix.21,Nuance Liste.22,Libellé Abrégé Liste.22,Nom Tête de Liste.22,Voix.22,Nuance Liste.23,Libellé Abrégé Liste.23,Nom Tête de Liste.23,Voix.23,Nuance Liste.24,Libellé Abrégé Liste.24,Nom Tête de Liste.24,Voix.24,Nuance Liste.25,Libellé Abrégé Liste.25,Nom Tête de Liste.25,Voix.25,Nuance Liste.26,Libellé Abrégé Liste.26,Nom Tête de Liste.26,Voix.26,Nuance Liste.27,Libellé Abrégé Liste.27,Nom Tête de Liste.27,Voix.27
78,YVELINES,846096,453491,392605,7911,384694,LXG,Liste d'extrême gauche,GLUCKSTEIN,1707,LXG,Liste d'extrême gauche,BESANCENOT,8967,LPC,Liste du Parti communiste,WURTZ,14650,LPS,Liste du Parti socialiste,DESIR,85531,LVE,Liste des Verts,LIPIETZ,24692,LDG,Liste divers gauche,TAUBIRA,4623,LEC,Liste écologiste,CASTANY,940,LEC,Liste écologiste,LEPAGE,16046,LDV,Liste Divers,CHEMINADE,376,LDV,Liste Divers,MIGUET,2749,LDV,Liste Divers,MENEZ,5290,LDV,Liste Divers,ADELINE,304,LDV,Liste Divers,BIDOU,435,LDV,Liste Divers,TAIEB,285,LDV,Liste Divers,HUNTZINGER-CALMON,4,LDV,Liste Divers,VIJAYARANGAN,156.0,LDV,Liste Divers,DOGOUI,153.0,LDV,Liste Divers,CHAVRIER,46.0,LDV,Liste Divers,GUERARD,4.0,LDV,Liste Divers,ZEBDI-GHORAB,30.0,LDV,Liste Divers,OBERLIN,4733.0,LDV,Liste Divers,KERSAUDY,802.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,80248.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,59028.0,LDD,Liste divers droite,PASQUA,11453.0,LDD,Liste divers droite,COUTEAUX,30464.0,LFN,Liste du Front national,LE PEN,29859.0,LXD,Liste d'extrême droite,BAY,1119.0
79,DEUX SEVRES,263403,148489,114914,4854,110060,LXG,Liste d'extrême gauche,DEFRANCE,2429,LXG,Liste d'extrême gauche,LE PIVERT,943,LPC,Liste du Parti communiste,LE HYARIC,3601,LPS,Liste du Parti socialiste,POIGNANT,35981,LVE,Liste des Verts,AUBERT,7482,LDG,Liste divers gauche,LE GUEN,1174,LCP,Liste Chasse-Pêche-Nature et Traditions,SANCHEZ,2407,LDV,Liste Divers,REY-ROBERT,1850,LDV,Liste Divers,BIDOU,170,LDV,Liste Divers,GUILLEMIN-LUGUE,7,LDV,Liste Divers,DOIMI DE FRANKOPAN,4,LDV,Liste Divers,RESTIER,0,LDV,Liste Divers,LE TALLEC,4,LDV,Liste Divers,BOLEN,871,LDV,Liste Divers,CLOPEAU,210,LUMP,Liste Union pour un mouvement populaire,BACHELOT,20846.0,LUDF,Liste Union pour la démocratie française,MORILLON,9433.0,LDD,Liste divers droite,HUNAULT,2250.0,LDD,Liste divers droite,VILLIERS DE,15744.0,LDD,Liste divers droite,MONTENOT,0.0,LFN,Liste du Front national,MARECHAL,4654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,400736,217848,182888,7378,175510,LXG,Liste d'extrême gauche,REITZMAN,2049,LXG,Liste d'extrême gauche,BAUDRIN,5531,LPC,Liste du Parti communiste,HENIN,13579,LPS,Liste du Parti socialiste,WEBER,48879,LVE,Liste des Verts,FLAUTRE,9075,LDG,Liste divers gauche,DUQUENNE,1316,LCP,Liste Chasse-Pêche-Nature et Traditions,VERGY,9147,LDV,Liste Divers,HUGON,38,LDV,Liste Divers,VAN OMMESLAEGHE,46,LDV,Liste Divers,AUGER,0,LDV,Liste Divers,GERNIGON,14,LDV,Liste Divers,SUEUR,3146,LDV,Liste Divers,KURZYK,1801,LDV,Liste Divers,PACAUD,356,LUMP,Liste Union pour un mouvement populaire,SAIFI,16033,LUDF,Liste Union pour la démocratie française,BOURLANGES,25894.0,LDD,Liste divers droite,BUTEL,14645.0,LDD,Liste divers droite,HERNU,2508.0,LFN,Liste du Front national,LANG,21453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TARN,265044,132472,132572,7239,125333,LXG,Liste d'extrême gauche,CHEVALIER,1137,LXG,Liste d'extrême gauche,KRIVINE,2933,LPC,Liste du Parti communiste,POLO,6506,LPS,Liste du Parti socialiste,ARIF,39480,LVE,Liste des Verts,ONESTA,10160,LRG,Liste régionaliste,LACOUR,457,LRG,Liste régionaliste,LACO,20,LCP,Liste Chasse-Pêche-Nature et Traditions,LAFITTE,3758,LDV,Liste Divers,SALADIN,15,LDV,Liste Divers,ROY,1081,LDV,Liste Divers,GARRIGUES,2459,LDV,Liste Divers,BARITEL,0,LDV,Liste Divers,CISSE,8,LDV,Liste Divers,SORDES,4,LDV,Liste Divers,JOUBERT,2,LDV,Liste Divers,BOYER,4.0,LDV,Liste Divers,MANSOURI,5.0,LDV,Liste Divers,PATRY,60.0,LDV,Liste Divers,LANGHI,234.0,LUMP,Liste Union pour un mouvement populaire,LAMASSOURE,18046.0,LUDF,Liste Union pour la démocratie française,CAVADA,18543.0,LDD,Liste divers droite,LECONTE,6101.0,LDD,Liste divers droite,ABITBOL,2912.0,LDD,Liste divers droite,SCHEIWILLER,1.0,LFN,Liste du Front national,MARTINEZ,10968.0,LXD,Liste d'extrême droite,SOUVILLE,439.0,,,,,,,,
82,TARN ET GARONNE,156940,83809,73131,3871,69260,LXG,Liste d'extrême gauche,CHEVALIER,569,LXG,Liste d'extrême gauche,KRIVINE,1725,LPC,Liste du Parti communiste,POLO,3428,LPS,Liste du Parti socialiste,ARIF,19550,LVE,Liste des Verts,ONESTA,5319,LRG,Liste régionaliste,LACOUR,259,LRG,Liste régionaliste,LACO,14,LCP,Liste Chasse-Pêche-Nature et Traditions,LAFITTE,3324,LDV,Liste Divers,SALADIN,204,LDV,Liste Divers,BARITEL,0,LDV,Liste Divers,CISSE,6,LDV,Liste Divers,JOUBERT,0,LDV,Liste Divers,SORDES,0,LDV,Liste Divers,BOYER,0,LDV,Liste Divers,MANSOURI,3,LDV,Liste Divers,PATRY,9.0,LDV,Liste Divers,ROY,695.0,LDV,Liste Divers,LANGHI,97.0,LDV,Liste Divers,GARRIGUES,1549.0,LUMP,Liste Union pour un mouvement populaire,LAMASSOURE,10873.0,LUDF,Liste Union pour la démocratie française,CAVADA,8725.0,LDD,Liste divers droite,LECONTE,3363.0,LDD,Liste divers droite,ABITBOL,1773.0,LDD,Liste divers droite,SCHEIWILLER,0.0,LFN,Liste du Front national,MARTINEZ,7457.0,LXD,Liste d'extrême droite,SOUVILLE,318.0,,,,,,,,
83,VAR,667831,404959,262872,6956,255916,LXG,Liste d'extrême gauche,MIRGUET,1482,LXG,Liste d'extrême gauche,VACHETTA,5098,LPC,Liste du Parti communiste,GOMEZ,11752,LPS,Liste du Parti socialiste,ROCARD,65401,LVE,Liste des Verts,BENNAHMIAS,14014,LRG,Liste régionaliste,ANTHOINE,3,LCP,Liste Chasse-Pêche-Nature et Traditions,VIDAL-DAUMAS,6103,LDV,Liste Divers,GOVERNATORI,4235,LDV,Liste Divers,DELAGE,2143,LDV,Liste Divers,LAURELLI,318,LDV,Liste Divers,SANMARTIN,14,LDV,Liste Divers,KERDO,132,LDV,Liste Divers,FRAYSSE ,1,LDV,Liste Divers,AUDIC,64,LDV,Liste Divers,GARINO,75,LUMP,Liste Union pour un mouvement populaire,GROSSETETE,48837.0,LUDF,Liste Union pour la démocratie française,CORNILLET,26966.0,LDD,Liste divers droite,MARCHIANI,7729.0,LDD,Liste divers droite,LOUIS,20142.0,LDD,Liste divers droite,LALLOUETTE,10.0,LFN,Liste du Front national,LE PEN,38989.0,LXD,Liste d'extrême droite,VAUZELLE,2408.0,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,350744,200174,150570,4971,145599,LXG,Liste d'extrême gauche,MIRGUET,884,LXG,Liste d'extrême gauche,VACHETTA,3507,LPC,Liste du Parti communiste,GOMEZ,6700,LPS,Liste du Parti socialiste,ROCARD,40025,LVE,Liste des Verts,BENNAHMIAS,10027,LRG,Liste régionaliste,ANTHOINE,0,LCP,Liste Chasse-Pêche-Nature et Traditions,VIDAL-DAUMAS,3806,LDV,Liste Divers,GOVERNATORI,2438,LDV,Liste Divers,DELAGE,1348,LDV,Liste Divers,LAURELLI,190,LDV,Liste Divers,SANMARTIN,25,LDV,Liste Divers,KERDO,0,LDV,Liste Divers,FRAYSSE ,0,LDV,Liste Divers,AUDIC,28,LDV,Liste Divers,GARINO,157,LUMP,Liste Union pour un mouvement populaire,GROSSETETE,22384.0,LUDF,Liste Union pour la démocratie française,CORNILLET,14016.0,LDD,Liste divers droite,MARCHIANI,3501.0,LDD,Liste divers droite,LOUIS,8602.0,LDD,Liste divers droite,LALLOUETTE,2.0,LFN,Liste du Front national,LE PEN,26448.0,LXD,Liste d'extrême droite,VAUZELLE,1511.0,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,438950,238371,200579,6602,193977,LXG,Liste d'extrême gauche,DEFRANCE,3012,LXG,Liste d'extrême gauche,LE PIVERT,974,LPC,Liste du Parti communiste,LE HYARIC,4959,LPS,Liste du Parti socialiste,POIGNANT,44388,LVE,Liste des Verts,AUBERT,10295,LDG,Liste divers gauche,LE GUEN,2603,LCP,Liste Chasse-Pêche-Nature et Traditions,SANCHEZ,4342,LDV,Liste Divers,REY-ROBERT,2299,LDV,Liste Divers,BIDOU,152,LDV,Liste Divers,LE TALLEC,16,LDV,Liste Divers,RESTIER,9,LDV,Liste Divers,DOIMI DE FRANKOPAN,160,LDV,Liste Divers,GUILLEMIN-LUGUE,41,LDV,Liste Divers,CLOPEAU,347,LDV,Liste Divers,BOLEN,1093,LUMP,Liste Union pour un mouvement populaire,BACHELOT,17042.0,LUDF,Liste Union pour la démocratie française,MORILLON,16601.0,LDD,Liste divers droite,HUNAULT,3000.0,LDD,Liste divers droite,VILLIERS DE,74920.0,LDD,Liste divers droite,MONTENOT,0.0,LFN,Liste du Front national,MARECHAL,7724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VIENNE,289798,155771,134027,6023,128004,LXG,Liste d'extrême gauche,DEFRANCE,3323,LXG,Liste d'extrême gauche,LE PIVERT,1047,LPC,Liste du Parti communiste,LE HYARIC,6256,LPS,Liste du Parti socialiste,POIGNANT,40795,LVE,Liste des Verts,AUBERT,9494,LDG,Liste divers gauche,LE GUEN,1328,LCP,Liste Chasse-Pêche-Nature et Traditions,SANCHEZ,4039,LDV,Liste Divers,REY-ROBERT,1990,LDV,Liste Divers,BOLEN,957,LDV,Liste Divers,BIDOU,202,LDV,Liste Divers,LE TALLEC,8,LDV,Liste Divers,RESTIER,3,LDV,Liste Divers,DOIMI DE FRANKOPAN,19,LDV,Liste Divers,GUILLEMIN-LUGUE,22,LDV,Liste Divers,CLOPEAU,252,LUMP,Liste Union pour un mouvement populaire,BACHELOT,25805.0,LUDF,Liste Union pour la démocratie française,MORILLON,11358.0,LDD,Liste divers droite,HUNAULT,1671.0,LDD,Liste divers droite,VILLIERS DE,11129.0,LDD,Liste divers droite,MONTENOT,0.0,LFN,Liste du Front national,MARECHAL,8306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE VIENNE,260805,131090,129715,6252,123463,LXG,Liste d'extrême gauche,MAILLOT,921,LXG,Liste d'extrême gauche,LECLERC,4336,LPC,Liste du Parti communiste,GENESTE,9555,LPS,Liste du Parti socialiste,GUY-QUINT,49162,LVE,Liste des Verts,NORMAND,8450,LCP,Liste Chasse-Pêche-Nature et Traditions,LAVERGNE,3160,LDV,Liste Divers,TONNIEAU,156,LDV,Liste Divers,TALON,991,LDV,Liste Divers,GAUDRY,212,LDV,Liste Divers,VELASQUE,2045,LDV,Liste Divers,MORGILLO,2,LDV,Liste Divers,VILLELE DE ,12,LUMP,Liste Union pour un mouvement populaire,HORTEFEUX,20573,LUDF,Liste Union pour la démocratie française,FOURTOU,8642,LDD,Liste divers droite,PELTIER,5976,LDD,Liste divers droite,LE BAUZEC,2.0,LFN,Liste du Front national,VERDON,8934.0,LXD,Liste d'extrême droite,JAFFRES,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,285406,161997,123409,5747,117662,LXG,Liste d'extrême gauche,HOFFMANN,1232,LXG,Liste d'extrême gauche,NIMSGERN,3329,LPC,Liste du Parti communiste,POURRE,2421,LPS,Liste du Parti socialiste,MOSCOVICI,33900,LVE,Liste des Verts,ISLER-BEGUIN,6279,LEC,Liste écologiste,WAECHTER,2903,LDV,Liste Divers,MERCK,2432,LDV,Liste Divers,SCHMITT,67,LDV,Liste Divers,MARCINEK,3686,LDV,Liste Divers,ROHER ,1224,LDV,Liste Divers,PICO,19,LDV,Liste Divers,LAMBEAUX,0,LDV,Liste Divers,ETIENNE,329,LDV,Liste Divers,ALLENBACH,13,LUMP,Liste Union pour un mouvement populaire,DAUL,21695,LUDF,Liste Union pour la démocratie française,GRIESBECK,12629.0,LDD,Liste divers droite,MONZANI,1960.0,LDD,Liste divers droite,MILLET,7051.0,LFN,Liste du Front national,GOLLNISCH,15805.0,LXD,Liste d'extrême droite,MEGRET,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,YONNE,237404,135233,102171,3927,98244,LXG,Liste d'extrême gauche,HOFFMANN,935,LXG,Liste d'extrême gauche,NIMSGERN,2471,LPC,Liste du Parti communiste,POURRE,4200,LPS,Liste du Parti socialiste,MOSCOVICI,26294,LVE,Liste des Verts,ISLER-BEGUIN,5417,LEC,Liste écologiste,WAECHTER,2142,LDV,Liste Divers,MERCK,1930,LDV,Liste Divers,SCHMITT,264,LDV,Liste Divers,ALLENBACH,10,LDV,Liste Divers,ETIENNE,176,LDV,Liste Divers,LAMBEAUX,1,LDV,Liste Divers,PICO,30,LDV,Liste Divers,ROHER ,1072,LDV,Liste Divers,MARCINEK,2257,LUMP,Liste Union pour un mouvement populaire,DAUL,16638,LUDF,Liste Union pour la démocratie française,GRIESBECK,10326.0,LDD,Liste divers droite,MONZANI,2602.0,LDD,Liste divers droite,MILLET,7659.0,LFN,Liste du Front national,GOLLNISCH,13214.0,LXD,Liste d'extrême droite,MEGRET,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TERRITOIRE DE BELFORT,89954,50102,39852,1586,38266,LXG,Liste d'extrême gauche,HOFFMANN,319,LXG,Liste d'extrême gauche,NIMSGERN,1250,LPC,Liste du Parti communiste,POURRE,1291,LPS,Liste du Parti socialiste,MOSCOVICI,11612,LVE,Liste des Verts,ISLER-BEGUIN,2626,LEC,Liste écologiste,WAECHTER,1000,LDV,Liste Divers,MERCK,725,LDV,Liste Divers,MARCINEK,888,LDV,Liste Divers,ROHER ,264,LDV,Liste Divers,PICO,5,LDV,Liste Divers,LAMBEAUX,0,LDV,Liste Divers,ETIENNE,7,LDV,Liste Divers,ALLENBACH,15,LDV,Liste Divers,SCHMITT,130,LUMP,Liste Union pour un mouvement populaire,DAUL,6797,LUDF,Liste Union pour la démocratie française,GRIESBECK,3349.0,LDD,Liste divers droite,MONZANI,495.0,LDD,Liste divers droite,MILLET,2207.0,LFN,Liste du Front national,GOLLNISCH,5089.0,LXD,Liste d'extrême droite,MEGRET,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,692767,382460,310307,7488,302819,LXG,Liste d'extrême gauche,GLUCKSTEIN,1694,LXG,Liste d'extrême gauche,BESANCENOT,9663,LPC,Liste du Parti communiste,WURTZ,17863,LPS,Liste du Parti socialiste,DESIR,82457,LVE,Liste des Verts,LIPIETZ,21808,LDG,Liste divers gauche,TAUBIRA,4584,LEC,Liste écologiste,CASTANY,616,LEC,Liste écologiste,LEPAGE,12112,LDV,Liste Divers,CHEMINADE,311,LDV,Liste Divers,OBERLIN,4276,LDV,Liste Divers,ZEBDI-GHORAB,52,LDV,Liste Divers,GUERARD,3,LDV,Liste Divers,CHAVRIER,88,LDV,Liste Divers,HUNTZINGER-CALMON,0,LDV,Liste Divers,VIJAYARANGAN,107,LDV,Liste Divers,DOGOUI,159.0,LDV,Liste Divers,TAIEB,15.0,LDV,Liste Divers,BIDOU,387.0,LDV,Liste Divers,ADELINE,90.0,LDV,Liste Divers,MENEZ,4879.0,LDV,Liste Divers,MIGUET,2395.0,LDV,Liste Divers,KERSAUDY,626.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,46424.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,35475.0,LDD,Liste divers droite,PASQUA,8138.0,LDD,Liste divers droite,COUTEAUX,19498.0,LFN,Liste du Front national,LE PEN,28135.0,LXD,Liste d'extrême droite,BAY,964.0
92,HAUTS DE SEINE,837797,433539,404258,7517,396741,LXG,Liste d'extrême gauche,GLUCKSTEIN,1699,LXG,Liste d'extrême gauche,BESANCENOT,8204,LPC,Liste du Parti communiste,WURTZ,20377,LPS,Liste du Parti socialiste,DESIR,90259,LVE,Liste des Verts,LIPIETZ,26451,LDG,Liste divers gauche,TAUBIRA,5620,LEC,Liste écologiste,CASTANY,942,LEC,Liste écologiste,LEPAGE,15280,LDV,Liste Divers,CHEMINADE,457,LDV,Liste Divers,OBERLIN,7662,LDV,Liste Divers,MENEZ,4044,LDV,Liste Divers,ADELINE,125,LDV,Liste Divers,BIDOU,348,LDV,Liste Divers,TAIEB,48,LDV,Liste Divers,VIJAYARANGAN,180,LDV,Liste Divers,HUNTZINGER-CALMON,7.0,LDV,Liste Divers,DOGOUI,106.0,LDV,Liste Divers,CHAVRIER,231.0,LDV,Liste Divers,GUERARD,11.0,LDV,Liste Divers,ZEBDI-GHORAB,426.0,LDV,Liste Divers,KERSAUDY,817.0,LDV,Liste Divers,MIGUET,1987.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,80307.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,60174.0,LDD,Liste divers droite,PASQUA,19922.0,LDD,Liste divers droite,COUTEAUX,23800.0,LFN,Liste du Front national,LE PEN,26289.0,LXD,Liste d'extrême droite,BAY,968.0
93,SEINE SAINT-DENIS,640669,392776,247893,6143,241750,LXG,Liste d'extrême gauche,GLUCKSTEIN,1853,LXG,Liste d'extrême gauche,BESANCENOT,9207,LPC,Liste du Parti communiste,WURTZ,27660,LPS,Liste du Parti socialiste,DESIR,62254,LVE,Liste des Verts,LIPIETZ,16390,LDG,Liste divers gauche,TAUBIRA,5672,LEC,Liste écologiste,CASTANY,463,LEC,Liste écologiste,LEPAGE,6348,LDV,Liste Divers,CHEMINADE,413,LDV,Liste Divers,MENEZ,3425,LDV,Liste Divers,ADELINE,91,LDV,Liste Divers,BIDOU,325,LDV,Liste Divers,HUNTZINGER-CALMON,25,LDV,Liste Divers,VIJAYARANGAN,266,LDV,Liste Divers,DOGOUI,279,LDV,Liste Divers,TAIEB,0.0,LDV,Liste Divers,CHAVRIER,83.0,LDV,Liste Divers,GUERARD,33.0,LDV,Liste Divers,ZEBDI-GHORAB,155.0,LDV,Liste Divers,OBERLIN,9117.0,LDV,Liste Divers,KERSAUDY,573.0,LDV,Liste Divers,MIGUET,1507.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,26531.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,21654.0,LDD,Liste divers droite,PASQUA,6773.0,LDD,Liste divers droite,COUTEAUX,10560.0,LFN,Liste du Front national,LE PEN,29194.0,LXD,Liste d'extrême droite,BAY,899.0
94,VAL DE MARNE,695397,390672,304725,6601,298124,LXG,Liste d'extrême gauche,GLUCKSTEIN,1803,LXG,Liste d'extrême gauche,BESANCENOT,8775,LPC,Liste du Parti communiste,WURTZ,26594,LPS,Liste du Parti socialiste,DESIR,76001,LVE,Liste des Verts,LIPIETZ,22088,LDG,Liste divers gauche,TAUBIRA,5195,LEC,Liste écologiste,CASTANY,624,LEC,Liste écologiste,LEPAGE,10379,LDV,Liste Divers,CHEMINADE,370,LDV,Liste Divers,KERSAUDY,516,LDV,Liste Divers,OBERLIN,6353,LDV,Liste Divers,ZEBDI-GHORAB,66,LDV,Liste Divers,GUERARD,6,LDV,Liste Divers,CHAVRIER,158,LDV,Liste Divers,DOGOUI,176,LDV,Liste Divers,HUNTZINGER-CALMON,3.0,LDV,Liste Divers,VIJAYARANGAN,175.0,LDV,Liste Divers,TAIEB,19.0,LDV,Liste Divers,BIDOU,306.0,LDV,Liste Divers,ADELINE,84.0,LDV,Liste Divers,MENEZ,3858.0,LDV,Liste Divers,MIGUET,1766.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,47476.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,35011.0,LDD,Liste divers droite,PASQUA,7504.0,LDD,Liste divers droite,COUTEAUX,16108.0,LFN,Liste du Front national,LE PEN,25892.0,LXD,Liste d'extrême droite,BAY,818.0
95,VAL D'OISE,619688,362850,256838,6352,250486,LXG,Liste d'extrême gauche,GLUCKSTEIN,1586,LXG,Liste d'extrême gauche,BESANCENOT,8585,LPC,Liste du Parti communiste,WURTZ,15238,LPS,Liste du Parti socialiste,DESIR,63714,LVE,Liste des Verts,LIPIETZ,16172,LDG,Liste divers gauche,TAUBIRA,4161,LEC,Liste écologiste,CASTANY,521,LEC,Liste écologiste,LEPAGE,8816,LDV,Liste Divers,CHEMINADE,340,LDV,Liste Divers,ADELINE,43,LDV,Liste Divers,HUNTZINGER-CALMON,8,LDV,Liste Divers,VIJAYARANGAN,148,LDV,Liste Divers,DOGOUI,224,LDV,Liste Divers,TAIEB,1,LDV,Liste Divers,CHAVRIER,61,LDV,Liste Divers,BIDOU,375.0,LDV,Liste Divers,GUERARD,5.0,LDV,Liste Divers,ZEBDI-GHORAB,44.0,LDV,Liste Divers,KERSAUDY,612.0,LDV,Liste Divers,MIGUET,1722.0,LDV,Liste Divers,OBERLIN,5277.0,LDV,Liste Divers,MENEZ,3984.0,LUMP,Liste Union pour un mouvement populaire,GAUBERT,39181.0,LUDF,Liste Union pour la démocratie française,SARNEZ DE,28418.0,LDD,Liste divers droite,PASQUA,8075.0,LDD,Liste divers droite,COUTEAUX,15215.0,LFN,Liste du Front national,LE PEN,27200.0,LXD,Liste d'extrême droite,BAY,760.0
ZA,GUADELOUPE,289620,244763,44857,3835,41022,LXG,Liste d'extrême gauche,JOACHIM-ARNAUD,834,LPS,Liste du Parti socialiste,FRUTEAU,2654,LVE,Liste des Verts,DURIMEL,19430,LDG,Liste divers gauche,VERGES,7582,LDV,Liste Divers,FAGES,199,LDV,Liste Divers,GUINAULT,30,LDV,Liste Divers,DANCRADE,12,LDV,Liste Divers,LAW WAI,34,LDV,Liste Divers,DABANCENS BAILLIVET,13,LDV,Liste Divers,NEVES,312,LUMP,Liste Union pour un mouvement populaire,SUDRE,6173,LUDF,Liste Union pour la démocratie française,MARAN,2300,LDD,Liste divers droite,JEAN-JOSEPH,730,LDD,Liste divers droite,LAURENT EPOUSE LALLOUETTE,3,LFN,Liste du Front national,FATNA,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZB,MARTINIQUE,272021,223202,48819,3884,44935,LXG,Liste d'extrême gauche,JOACHIM-ARNAUD,3196,LPS,Liste du Parti socialiste,FRUTEAU,3443,LVE,Liste des Verts,DURIMEL,1267,LDG,Liste divers gauche,VERGES,14963,LDV,Liste Divers,FAGES,0,LDV,Liste Divers,NEVES,410,LDV,Liste Divers,DABANCENS BAILLIVET,0,LDV,Liste Divers,LAW WAI,0,LDV,Liste Divers,DANCRADE,9,LDV,Liste Divers,GUINAULT,19,LUMP,Liste Union pour un mouvement populaire,SUDRE,3502,LUDF,Liste Union pour la démocratie française,MARAN,16963,LDD,Liste divers droite,JEAN-JOSEPH,622,LDD,Liste divers droite,LAURENT EPOUSE LALLOUETTE,0,LFN,Liste du Front national,FATNA,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC,GUYANE,53804,46061,7743,485,7258,LXG,Liste d'extrême gauche,JOACHIM-ARNAUD,166,LPS,Liste du Parti socialiste,FRUTEAU,930,LVE,Liste des Verts,DURIMEL,2298,LDG,Liste divers gauche,VERGES,841,LDV,Liste Divers,FAGES,33,LDV,Liste Divers,LAW WAI,0,LDV,Liste Divers,DANCRADE,0,LDV,Liste Divers,GUINAULT,4,LDV,Liste Divers,NEVES,94,LDV,Liste Divers,DABANCENS BAILLIVET,0,LUMP,Liste Union pour un mouvement populaire,SUDRE,1935,LUDF,Liste Union pour la démocratie française,MARAN,410,LDD,Liste divers droite,JEAN-JOSEPH,185,LDD,Liste divers droite,LAURENT EPOUSE LALLOUETTE,0,LFN,Liste du Front national,FATNA,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZD,LA REUNION,464355,278579,185776,11516,174260,LXG,Liste d'extrême gauche,JOACHIM-ARNAUD,2104,LPS,Liste du Parti socialiste,FRUTEAU,45239,LVE,Liste des Verts,DURIMEL,4556,LDG,Liste divers gauche,VERGES,66550,LDV,Liste Divers,FAGES,401,LDV,Liste Divers,NEVES,1551,LDV,Liste Divers,GUINAULT,23,LDV,Liste Divers,DANCRADE,0,LDV,Liste Divers,LAW WAI,2606,LDV,Liste Divers,DABANCENS BAILLIVET,97,LUMP,Liste Union pour un mouvement populaire,SUDRE,40801,LUDF,Liste Union pour la démocratie française,MARAN,7389,LDD,Liste divers droite,JEAN-JOSEPH,17,LDD,Liste divers droite,LAURENT EPOUSE LALLOUETTE,0,LFN,Liste du Front national,FATNA,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
